image_id,group,source_family,analysis_category,height_category,platform,device,height,unit,uav_height_m,image_path,mask_path,json_path,visualization_path,image_width,image_height,crack_pixels,total_pixels,crack_ratio,split_chunk_size,split
GoPro_5ft__000251,gopro_5ft,gopro,ground_close_range,ground_height,ground,GoPro,5,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000251.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Masks\GoPro_5ft__000251.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000251.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Visualization\GoPro_5ft__000251_viz.png,3840,2160,474401,8294400,0.0571953366126543,20,train
GoPro_5ft__000252,gopro_5ft,gopro,ground_close_range,ground_height,ground,GoPro,5,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000252.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Masks\GoPro_5ft__000252.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000252.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Visualization\GoPro_5ft__000252_viz.png,3840,2160,556503,8294400,0.0670938223379629,20,train
GoPro_5ft__000253,gopro_5ft,gopro,ground_close_range,ground_height,ground,GoPro,5,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000253.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Masks\GoPro_5ft__000253.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000253.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Visualization\GoPro_5ft__000253_viz.png,3840,2160,615359,8294400,0.0741896942515432,20,train
GoPro_5ft__000254,gopro_5ft,gopro,ground_close_range,ground_height,ground,GoPro,5,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000254.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Masks\GoPro_5ft__000254.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000254.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Visualization\GoPro_5ft__000254_viz.png,3840,2160,480894,8294400,0.0579781539351851,20,train
GoPro_5ft__000255,gopro_5ft,gopro,ground_close_range,ground_height,ground,GoPro,5,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000255.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Masks\GoPro_5ft__000255.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000255.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Visualization\GoPro_5ft__000255_viz.png,3840,2160,594697,8294400,0.0716986159336419,20,train
GoPro_5ft__000256,gopro_5ft,gopro,ground_close_range,ground_height,ground,GoPro,5,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000256.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Masks\GoPro_5ft__000256.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000256.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Visualization\GoPro_5ft__000256_viz.png,3840,2160,627661,8294400,0.0756728636188271,20,train
GoPro_5ft__000257,gopro_5ft,gopro,ground_close_range,ground_height,ground,GoPro,5,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000257.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Masks\GoPro_5ft__000257.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000257.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Visualization\GoPro_5ft__000257_viz.png,3840,2160,605210,8294400,0.0729660976080247,20,train
GoPro_5ft__000258,gopro_5ft,gopro,ground_close_range,ground_height,ground,GoPro,5,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000258.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Masks\GoPro_5ft__000258.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000258.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Visualization\GoPro_5ft__000258_viz.png,3840,2160,540715,8294400,0.0651903694058642,20,train
GoPro_5ft__000259,gopro_5ft,gopro,ground_close_range,ground_height,ground,GoPro,5,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000259.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Masks\GoPro_5ft__000259.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000259.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Visualization\GoPro_5ft__000259_viz.png,3840,2160,444746,8294400,0.0536200327932098,20,train
GoPro_5ft__000260,gopro_5ft,gopro,ground_close_range,ground_height,ground,GoPro,5,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000260.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Masks\GoPro_5ft__000260.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000260.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Visualization\GoPro_5ft__000260_viz.png,3840,2160,514638,8294400,0.0620464409722222,20,train
GoPro_5ft__000261,gopro_5ft,gopro,ground_close_range,ground_height,ground,GoPro,5,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000261.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Masks\GoPro_5ft__000261.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000261.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Visualization\GoPro_5ft__000261_viz.png,3840,2160,580677,8294400,0.0700083188657407,20,train
GoPro_5ft__000262,gopro_5ft,gopro,ground_close_range,ground_height,ground,GoPro,5,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000262.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Masks\GoPro_5ft__000262.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000262.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Visualization\GoPro_5ft__000262_viz.png,3840,2160,547097,8294400,0.0659598042052469,20,train
GoPro_5ft__000263,gopro_5ft,gopro,ground_close_range,ground_height,ground,GoPro,5,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000263.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Masks\GoPro_5ft__000263.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000263.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Visualization\GoPro_5ft__000263_viz.png,3840,2160,707158,8294400,0.0852572820216049,20,train
GoPro_5ft__000264,gopro_5ft,gopro,ground_close_range,ground_height,ground,GoPro,5,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000264.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Masks\GoPro_5ft__000264.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000264.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Visualization\GoPro_5ft__000264_viz.png,3840,2160,566718,8294400,0.0683253761574074,20,train
GoPro_5ft__000265,gopro_5ft,gopro,ground_close_range,ground_height,ground,GoPro,5,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000265.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Masks\GoPro_5ft__000265.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000265.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Visualization\GoPro_5ft__000265_viz.png,3840,2160,581766,8294400,0.0701396122685185,20,train
GoPro_5ft__000266,gopro_5ft,gopro,ground_close_range,ground_height,ground,GoPro,5,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000266.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Masks\GoPro_5ft__000266.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000266.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Visualization\GoPro_5ft__000266_viz.png,3840,2160,661178,8294400,0.0797137827932098,20,train
GoPro_5ft__000267,gopro_5ft,gopro,ground_close_range,ground_height,ground,GoPro,5,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000267.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Masks\GoPro_5ft__000267.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000267.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Visualization\GoPro_5ft__000267_viz.png,3840,2160,606127,8294400,0.0730766541280864,20,train
GoPro_5ft__000268,gopro_5ft,gopro,ground_close_range,ground_height,ground,GoPro,5,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000268.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Masks\GoPro_5ft__000268.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000268.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Visualization\GoPro_5ft__000268_viz.png,3840,2160,589946,8294400,0.0711258198302469,20,train
GoPro_5ft__000269,gopro_5ft,gopro,ground_close_range,ground_height,ground,GoPro,5,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000269.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Masks\GoPro_5ft__000269.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000269.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Visualization\GoPro_5ft__000269_viz.png,3840,2160,502560,8294400,0.0605902777777777,20,train
GoPro_5ft__000270,gopro_5ft,gopro,ground_close_range,ground_height,ground,GoPro,5,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000270.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Masks\GoPro_5ft__000270.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000270.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Visualization\GoPro_5ft__000270_viz.png,3840,2160,553004,8294400,0.0666719714506172,20,train
GoPro_5ft__000271,gopro_5ft,gopro,ground_close_range,ground_height,ground,GoPro,5,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000271.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Masks\GoPro_5ft__000271.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000271.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Visualization\GoPro_5ft__000271_viz.png,3840,2160,506579,8294400,0.061074821566358,20,train
GoPro_5ft__000272,gopro_5ft,gopro,ground_close_range,ground_height,ground,GoPro,5,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000272.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Masks\GoPro_5ft__000272.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000272.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Visualization\GoPro_5ft__000272_viz.png,3840,2160,407016,8294400,0.0490711805555555,20,train
GoPro_5ft__000273,gopro_5ft,gopro,ground_close_range,ground_height,ground,GoPro,5,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000273.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Masks\GoPro_5ft__000273.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000273.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Visualization\GoPro_5ft__000273_viz.png,3840,2160,431401,8294400,0.0520111159336419,20,train
GoPro_5ft__000274,gopro_5ft,gopro,ground_close_range,ground_height,ground,GoPro,5,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000274.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Masks\GoPro_5ft__000274.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000274.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Visualization\GoPro_5ft__000274_viz.png,3840,2160,497377,8294400,0.0599653983410493,20,train
GoPro_5ft__000275,gopro_5ft,gopro,ground_close_range,ground_height,ground,GoPro,5,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000275.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Masks\GoPro_5ft__000275.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000275.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Visualization\GoPro_5ft__000275_viz.png,3840,2160,446977,8294400,0.0538890094521604,20,train
GoPro_5ft__000276,gopro_5ft,gopro,ground_close_range,ground_height,ground,GoPro,5,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000276.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Masks\GoPro_5ft__000276.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000276.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Visualization\GoPro_5ft__000276_viz.png,3840,2160,504786,8294400,0.0608586516203703,20,train
GoPro_5ft__000277,gopro_5ft,gopro,ground_close_range,ground_height,ground,GoPro,5,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000277.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Masks\GoPro_5ft__000277.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000277.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Visualization\GoPro_5ft__000277_viz.png,3840,2160,356360,8294400,0.0429639274691358,20,train
GoPro_5ft__000278,gopro_5ft,gopro,ground_close_range,ground_height,ground,GoPro,5,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000278.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Masks\GoPro_5ft__000278.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000278.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Visualization\GoPro_5ft__000278_viz.png,3840,2160,433210,8294400,0.0522292148919753,20,train
GoPro_5ft__000279,gopro_5ft,gopro,ground_close_range,ground_height,ground,GoPro,5,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000279.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Masks\GoPro_5ft__000279.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000279.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Visualization\GoPro_5ft__000279_viz.png,3840,2160,520677,8294400,0.0627745225694444,20,train
GoPro_5ft__000280,gopro_5ft,gopro,ground_close_range,ground_height,ground,GoPro,5,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000280.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Masks\GoPro_5ft__000280.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000280.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Visualization\GoPro_5ft__000280_viz.png,3840,2160,522980,8294400,0.0630521797839506,20,train
GoPro_5ft__000281,gopro_5ft,gopro,ground_close_range,ground_height,ground,GoPro,5,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000281.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Masks\GoPro_5ft__000281.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Images and Jsons\GoPro_5ft__000281.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_5ft\Visualization\GoPro_5ft__000281_viz.png,3840,2160,527612,8294400,0.0636106288580247,20,train
